precision,recall,f1-score,support
0.5882352941176471,0.5882352941176471,0.5882352941176471,17.0
0.7586206896551724,0.7586206896551724,0.7586206896551724,29.0
0.6956521739130435,0.6956521739130435,0.6956521739130435,0.6956521739130435
0.6734279918864097,0.6734279918864097,0.6734279918864097,46.0
0.6956521739130435,0.6956521739130435,0.6956521739130435,46.0
